Gene,Late RPCs_spec,Photoreceptor Precursor_spec,RGC_spec,Early RPCs_spec,Amacrine_spec,Muller Glia_spec,Horizontal_spec,Bipolar_spec,Photoreceptor_spec
dkk1b,0.979820628,0.979820628,0.979820628,0.979820628,0.979820628,0.989797472,0.979820628,0.979820628,0.979820628
si:ch211-253p2.2,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.980461812,0.993742178
pcdh15b,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.998748436
si:dkey-187i8.2,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.998447205
ipmkb,0.928952043,0.928952043,0.928952043,0.928952043,0.928952043,0.928952043,0.928952043,0.928952043,0.934006211
ube2d1b,0.3523679,0.3523679,0.3523679,0.469720497,0.3523679,0.3523679,0.3523679,0.3523679,0.3523679
tfam,0.38358459,0.38358459,0.38358459,0.729550102,0.38358459,0.38358459,0.38358459,0.38358459,0.38358459
zgc:171971,0.911490683,0.911490683,0.927596664,0.911490683,0.911490683,0.911490683,0.911490683,0.911490683,0.911490683
bicc1b,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
phyhiplb,0.793721973,0.793721973,0.793721973,0.793721973,0.793721973,0.81712963,0.793721973,0.793721973,0.793721973
slc16a9b,0.576388889,0.576388889,0.576388889,0.576388889,0.576388889,0.576388889,0.768006065,0.576388889,0.576388889
ccdc6b,0.862342013,0.862342013,0.862342013,0.942535787,0.862342013,0.862342013,0.862342013,0.862342013,0.862342013
ank3b,0.94212963,0.94212963,0.94212963,0.94212963,0.94212963,0.94212963,0.968944099,0.94212963,0.94212963
CABZ01050062.1,1,1,1,1,1,1,1,1,1
BX548028.1,0.930866453,0.909304703,0.909304703,0.909304703,0.909304703,0.909304703,0.909304703,0.909304703,0.909304703
rhobtb1,0.999223602,0.999223602,0.999620925,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
tmem26b,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999695447,0.997757848,0.997757848,0.997757848
cabcoco1,0.995431704,0.995431704,0.995431704,0.998977505,0.995431704,0.995431704,0.995431704,0.995431704,0.995431704
arid5b,0.947007766,0.947007766,0.947007766,0.964125561,0.947007766,0.947007766,0.947007766,0.947007766,0.947007766
adoa,0.853053145,0.853053145,0.853053145,0.875776398,0.853053145,0.853053145,0.853053145,0.853053145,0.853053145
egr2b,0.85426009,0.85426009,0.85426009,0.85426009,0.85426009,0.900867976,0.85426009,0.85426009,0.85426009
CR932364.1,0.995279427,0.995279427,0.995279427,0.998977505,0.995279427,0.995279427,0.995279427,0.995279427,0.995279427
nrbf2b,0.867671692,0.867671692,0.867671692,0.876552795,0.867671692,0.867671692,0.867671692,0.867671692,0.867671692
jmjd1cb,0.788043478,0.788043478,0.806007509,0.788043478,0.788043478,0.788043478,0.788043478,0.788043478,0.788043478
reep3b,0.678848789,0.678848789,0.678848789,0.790988736,0.678848789,0.678848789,0.678848789,0.678848789,0.678848789
cyp26a1,0.661434978,0.661434978,0.661434978,0.661434978,0.661434978,0.921847247,0.661434978,0.661434978,0.661434978
exoc6,0.85326087,0.85326087,0.89612015,0.85326087,0.85326087,0.85326087,0.85326087,0.85326087,0.85326087
adam8b,0.985686006,0.985686006,0.985686006,0.988789238,0.985686006,0.985686006,0.985686006,0.985686006,0.985686006
tubgcp2,0.927973199,0.927973199,0.927973199,0.970756646,0.927973199,0.927973199,0.927973199,0.927973199,0.927973199
pimr46,1,1,1,1,1,1,1,1,1
pth3r,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
taco1,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993147556,0.993055556,0.993055556
kcnh6b,1,1,1,1,1,1,1,1,1
erbb2,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.994213492,0.990740741,0.990740741
pgap3,1,1,1,1,1,1,1,1,1
si:ch211-207i20.2,0.983249581,0.983249581,0.983249581,0.995375128,0.983249581,0.983249581,0.983249581,0.983249581,0.983249581
dnajc9,0.422262829,0.422262829,0.422262829,0.774437628,0.422262829,0.422262829,0.422262829,0.422262829,0.422262829
si:ch211-207i20.3,0.924775392,0.924775392,0.924775392,0.966367713,0.924775392,0.924775392,0.924775392,0.924775392,0.924775392
nudt13,0.990406578,0.990406578,0.990406578,0.99103139,0.990406578,0.990406578,0.990406578,0.990406578,0.990406578
p4ha1a,0.991472514,0.991472514,0.991472514,0.993273543,0.991472514,0.991472514,0.991472514,0.991472514,0.991472514
arg1,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,1
heatr1,0.845134765,0.845134765,0.845134765,0.96595092,0.845134765,0.845134765,0.845134765,0.845134765,0.845134765
ppp1r9bb,0.936793422,0.936793422,0.936793422,0.936793422,0.936793422,0.936793422,0.936793422,0.937111801,0.936793422
prdm9,0.968021928,0.968021928,0.968021928,0.98873592,0.968021928,0.968021928,0.968021928,0.968021928,0.968021928
rundc3ab,0.76552795,0.76552795,0.861111111,0.76552795,0.76552795,0.76552795,0.76552795,0.76552795,0.76552795
fam117ab,0.954926146,0.954926146,0.954926146,0.984662577,0.954926146,0.954926146,0.954926146,0.954926146,0.954926146
ndufa4,0.726851852,0.726851852,0.726851852,0.726851852,0.726851852,0.726851852,0.74068323,0.726851852,0.726851852
ngfrb,0.979166667,0.979166667,0.979166667,0.979166667,0.979166667,0.979166667,0.99378882,0.979166667,0.979166667
slc4a1b,0.997106746,0.997106746,0.997106746,0.999693252,0.997106746,0.997106746,0.997106746,0.997106746,0.997106746
si:dkeyp-118b1.2,0.988426983,0.988426983,0.988426983,0.989130435,0.988426983,0.988426983,0.988426983,0.988426983,0.988426983
smarcd2,0.975635755,0.975635755,0.975635755,0.988789238,0.975635755,0.975635755,0.975635755,0.975635755,0.975635755
psmc5,0.34049033,0.34049033,0.34049033,0.62607362,0.34049033,0.34049033,0.34049033,0.34049033,0.34049033
si:ch73-103l1.2,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,1,0.997757848,0.997757848,0.997757848
mpp2b,0.923136646,0.923136646,0.951857468,0.923136646,0.923136646,0.923136646,0.923136646,0.923136646,0.923136646
pyyb,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999620925,0.997757848,0.997757848,0.997757848
tut1,0.778742196,0.778742196,0.778742196,0.91809816,0.778742196,0.778742196,0.778742196,0.778742196,0.778742196
ndc80,0.7741739,0.7741739,0.7741739,0.858179959,0.7741739,0.7741739,0.7741739,0.7741739,0.7741739
mki67,0.308969088,0.308969088,0.308969088,0.459611452,0.308969088,0.308969088,0.308969088,0.308969088,0.308969088
eef2k,0.916145181,0.920031056,0.916145181,0.916145181,0.916145181,0.916145181,0.916145181,0.916145181,0.916145181
mosmob,0.936335404,0.936335404,0.960197119,0.936335404,0.936335404,0.936335404,0.936335404,0.936335404,0.936335404
uqcrc2b,0.55976854,0.55976854,0.55976854,0.735346359,0.55976854,0.55976854,0.55976854,0.55976854,0.55976854
snu13b,0.035632709,0.035632709,0.035632709,0.502147239,0.035632709,0.035632709,0.035632709,0.035632709,0.035632709
crym,0.966803716,0.966803716,0.966803716,0.984969325,0.966803716,0.966803716,0.966803716,0.966803716,0.966803716
rac1a,0.374143444,0.374143444,0.374143444,0.538116592,0.374143444,0.374143444,0.374143444,0.374143444,0.374143444
zgc:152977,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.998223801,0.997685185,0.997685185
myof,0.997496871,0.997757848,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
lrrc3ca,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
csf3a,1,1,1,1,1,1,1,1,1
med24,0.993147556,0.993147556,0.993147556,0.995341615,0.993147556,0.993147556,0.993147556,0.993147556,0.993147556
FO704786.1,0.966614907,0.966614907,0.990740741,0.966614907,0.966614907,0.966614907,0.966614907,0.966614907,0.966614907
top2a,0.558093498,0.558093498,0.558093498,0.653374233,0.558093498,0.558093498,0.558093498,0.558093498,0.558093498
raraa,0.804932735,0.804932735,0.804932735,0.804932735,0.804932735,0.822204969,0.804932735,0.804932735,0.804932735
vps35l,0.944419065,0.944419065,0.944419065,0.952914798,0.944419065,0.944419065,0.944419065,0.944419065,0.944419065
si:ch73-30l9.1,0.991167961,0.991167961,0.991167961,0.999223602,0.991167961,0.991167961,0.991167961,0.991167961,0.991167961
get4,0.817572712,0.817572712,0.817572712,0.876552795,0.817572712,0.817572712,0.817572712,0.817572712,0.817572712
zgc:174164,0.998748436,0.998934064,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
si:rp71-19m20.1,0.85807827,0.85807827,0.85807827,0.910313901,0.85807827,0.85807827,0.85807827,0.85807827,0.85807827
htra1b,0.972826087,0.972826087,0.98206278,0.972826087,0.972826087,0.972826087,0.972826087,0.972826087,0.972826087
plekha1b,0.993012422,0.993012422,0.997757848,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
btbd16,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
waplb,0.83477996,0.83477996,0.83477996,0.891304348,0.83477996,0.83477996,0.83477996,0.83477996,0.83477996
atoh1c,0.99954317,0.99954317,0.99954317,0.999591002,0.99954317,0.99954317,0.99954317,0.99954317,0.99954317
grid1b,0.989906832,0.989906832,0.993934799,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832
ccser2b,0.996118012,0.996118012,0.997757848,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012
patl2,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
cmn,0.999086341,0.999086341,0.999086341,0.999223602,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
cxl34c,1,1,1,1,1,1,1,1,1
paqr4b,0.976909414,0.976909414,0.976909414,0.976909414,0.976909414,0.976909414,0.976909414,0.976909414,1
pelo,0.697121974,0.697121974,0.697121974,0.892331288,0.697121974,0.697121974,0.697121974,0.697121974,0.697121974
ppp1cab,0.456677326,0.456677326,0.456677326,0.531055901,0.456677326,0.456677326,0.456677326,0.456677326,0.456677326
atp2a1l,0.998748436,0.998977505,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
irf9,0.957399103,0.957399103,0.957399103,0.957399103,0.957399103,0.983729662,0.957399103,0.957399103,0.957399103
emc9,0.61245622,0.61245622,0.61245622,0.74689441,0.61245622,0.61245622,0.61245622,0.61245622,0.61245622
psme2,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.9969674,0.995515695,0.995515695,0.995515695
lsm5,0.069285823,0.069285823,0.069285823,0.234969325,0.069285823,0.069285823,0.069285823,0.069285823,0.069285823
drosha,0.930866453,0.930866453,0.930866453,0.970858896,0.930866453,0.930866453,0.930866453,0.930866453,0.930866453
kcnh4b,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.995341615,0.990740741,0.990740741
ghdc,0.980204051,0.980204051,0.980204051,0.991119005,0.980204051,0.980204051,0.980204051,0.980204051,0.980204051
CR354395.2,1,1,1,1,1,1,1,1,1
stat5b,0.984924623,0.984924623,0.984924623,0.984981227,0.984924623,0.984924623,0.984924623,0.984924623,0.984924623
oplah,0.94594183,0.94594183,0.94594183,0.975133215,0.94594183,0.94594183,0.94594183,0.94594183,0.94594183
foxh1,0.998934064,0.998934064,0.998934064,0.999620925,0.998934064,0.998934064,0.998934064,0.998934064,0.998934064
ppp1r16a,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.997496871
adam11,0.989906832,0.989906832,0.99537037,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832
dbf4b,0.83523679,0.83523679,0.83523679,0.87791411,0.83523679,0.83523679,0.83523679,0.83523679,0.83523679
fkbp10b,0.987817877,0.987817877,0.987817877,0.995398773,0.987817877,0.987817877,0.987817877,0.987817877,0.987817877
klhl11,0.964976397,0.964976397,0.964976397,0.971273292,0.964976397,0.964976397,0.964976397,0.964976397,0.964976397
aclyb,0.99103139,0.99103139,0.99103139,0.99103139,0.99103139,0.998862775,0.99103139,0.99103139,0.99103139
buc2l,0.998748436,0.999223602,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
kbtbd2,0.852444038,0.852444038,0.852444038,0.950204499,0.852444038,0.852444038,0.852444038,0.852444038,0.852444038
avl9,0.930124224,0.930124224,0.930555556,0.930124224,0.930124224,0.930124224,0.930124224,0.930124224,0.930124224
mto1,0.940003046,0.940003046,0.940003046,0.977578475,0.940003046,0.940003046,0.940003046,0.940003046,0.940003046
FO704673.1,0.999086341,0.999086341,0.999086341,0.999486125,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
becn1,0.885869565,0.885869565,0.890134529,0.885869565,0.885869565,0.885869565,0.885869565,0.885869565,0.885869565
neurod2,0.957298137,0.957298137,0.971569371,0.957298137,0.957298137,0.957298137,0.957298137,0.957298137,0.957298137
pkmyt1,0.910004568,0.910004568,0.910004568,0.952440551,0.910004568,0.910004568,0.910004568,0.910004568,0.910004568
mylpfb,0.985990559,0.985990559,0.985990559,0.997685185,0.985990559,0.985990559,0.985990559,0.985990559,0.985990559
CR456635.1,1,1,1,1,1,1,1,1,1
adprh,0.901345291,0.901345291,0.901345291,0.901345291,0.901345291,0.954164763,0.901345291,0.901345291,0.901345291
sult1st6,1,1,1,1,1,1,1,1,1
med1,0.947921425,0.947921425,0.947921425,0.972826087,0.947921425,0.947921425,0.947921425,0.947921425,0.947921425
plxdc1,0.98447205,0.98447205,0.9969674,0.98447205,0.98447205,0.98447205,0.98447205,0.98447205,0.98447205
arhgap23b,0.952042629,0.952042629,0.952042629,0.952042629,0.952042629,0.952042629,0.952042629,0.952042629,0.972465582
hexim1,0.658748287,0.658748287,0.658748287,0.798206278,0.658748287,0.658748287,0.658748287,0.658748287,0.658748287
acbd4,0.993012422,0.993012422,0.994993742,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
plcd3b,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.991459627
nmt1b,0.997496871,0.998172682,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
svild,0.85015989,0.85015989,0.85015989,0.923766816,0.85015989,0.85015989,0.85015989,0.85015989,0.85015989
kcnj19b,0.980590062,0.980590062,0.996209249,0.980590062,0.980590062,0.980590062,0.980590062,0.980590062,0.980590062
znf281b,0.803410994,0.803410994,0.803410994,0.880777096,0.803410994,0.803410994,0.803410994,0.803410994,0.803410994
muc13b,0.996245307,0.996523517,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307
lrp2b,0.994518045,0.994518045,0.994518045,0.994785276,0.994518045,0.994518045,0.994518045,0.994518045,0.994518045
mpp3b,0.99689441,0.99689441,0.997430627,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
ppp1r3cb,0.675925926,0.675925926,0.675925926,0.675925926,0.675925926,0.675925926,0.764573991,0.675925926,0.675925926
hectd2,0.998324958,0.998324958,0.998324958,0.998447205,0.998324958,0.998324958,0.998324958,0.998324958,0.998324958
pcgf5b,0.979820628,0.979820628,0.979820628,0.979820628,0.979820628,0.998104625,0.979820628,0.979820628,0.979820628
ankrd1b,0.998862775,0.998862775,0.998862775,0.998862775,0.998934064,0.998862775,0.998862775,0.998862775,0.998862775
rpp30,0.743566316,0.743566316,0.743566316,0.94202454,0.743566316,0.743566316,0.743566316,0.743566316,0.743566316
kif20bb,0.860514695,0.860514695,0.860514695,0.903374233,0.860514695,0.860514695,0.860514695,0.860514695,0.860514695
HTR7,1,1,1,1,1,1,1,1,1
si:dkey-269i1.4,0.883508451,0.883508451,0.883508451,0.99689441,0.883508451,0.883508451,0.883508451,0.883508451,0.883508451
si:dkey-239j18.2,0.963453632,0.963453632,0.963453632,0.998875256,0.963453632,0.963453632,0.963453632,0.963453632,0.963453632
ctslb,0.950053297,0.950053297,0.950053297,0.997670807,0.950053297,0.950053297,0.950053297,0.950053297,0.950053297
si:dkey-239j18.3,0.985838282,0.985838282,0.985838282,0.997670807,0.985838282,0.985838282,0.985838282,0.985838282,0.985838282
zgc:174154,0.994061215,0.994061215,0.994061215,0.999486125,0.994061215,0.994061215,0.994061215,0.994061215,0.994061215
si:dkey-26g8.5,0.964519568,0.964519568,0.964519568,0.999182004,0.964519568,0.964519568,0.964519568,0.964519568,0.964519568
zgc:174855,0.95736257,0.95736257,0.95736257,0.993012422,0.95736257,0.95736257,0.95736257,0.95736257,0.95736257
zgc:174153,0.93893711,0.93893711,0.93893711,0.998447205,0.93893711,0.93893711,0.93893711,0.93893711,0.93893711
pank1b,0.823757764,0.823757764,0.906368461,0.823757764,0.823757764,0.823757764,0.823757764,0.823757764,0.823757764
slc16a12b,0.994993742,0.995341615,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742
ifit12,0.999223602,0.999223602,0.999390894,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
ifit11,0.997715852,0.997715852,0.997715852,0.999897751,0.997715852,0.997715852,0.997715852,0.997715852,0.997715852
ifit10,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
ifit9,1,1,1,1,1,1,1,1,1
ch25h,0.993273543,0.993273543,0.993273543,0.993273543,0.993273543,0.995431704,0.993273543,0.993273543,0.993273543
acta2,0.993273543,0.993273543,0.993273543,0.993273543,0.993273543,0.996245307,0.993273543,0.993273543,0.993273543
stambpl1,0.967391304,0.967391304,0.979166667,0.967391304,0.967391304,0.967391304,0.967391304,0.967391304,0.967391304
ankrd22,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.996118012
lipf,0.839348256,0.839348256,0.839348256,0.923766816,0.839348256,0.839348256,0.839348256,0.839348256,0.839348256
rnls,0.908634079,0.908634079,0.908634079,0.970852018,0.908634079,0.908634079,0.908634079,0.908634079,0.908634079
ptenb,0.513888889,0.513888889,0.513888889,0.513888889,0.513888889,0.513888889,0.597122302,0.513888889,0.513888889
atad1b,0.990711131,0.990711131,0.990711131,0.992236025,0.990711131,0.990711131,0.990711131,0.990711131,0.990711131
papss2b,0.930493274,0.930493274,0.930493274,0.930493274,0.930493274,0.961017207,0.930493274,0.930493274,0.930493274
minpp1b,0.975940308,0.975940308,0.975940308,0.991239049,0.975940308,0.975940308,0.975940308,0.975940308,0.975940308
cyth3a,0.869475848,0.869475848,0.869475848,0.869475848,0.869475848,0.869475848,0.869475848,0.9375,0.869475848
usp42,0.894167809,0.894167809,0.894167809,0.917701863,0.894167809,0.894167809,0.894167809,0.894167809,0.894167809
eif2ak1,0.981422263,0.981422263,0.981422263,0.986547085,0.981422263,0.981422263,0.981422263,0.981422263,0.981422263
pms2,0.894929191,0.894929191,0.894929191,0.970449898,0.894929191,0.894929191,0.894929191,0.894929191,0.894929191
rsph10b,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998477235,0.997757848,0.997757848,0.997757848
dlgap5,0.49033044,0.49033044,0.49033044,0.628936605,0.49033044,0.49033044,0.49033044,0.49033044,0.49033044
ccz1,0.736866149,0.736866149,0.736866149,0.835403727,0.736866149,0.736866149,0.736866149,0.736866149,0.736866149
pvalb9,0.909722222,0.909722222,0.909722222,0.909722222,0.909722222,0.909722222,0.915724563,0.909722222,0.909722222
CR932017.1,1,1,1,1,1,1,1,1,1
pvalb3,0.999390894,0.999390894,0.999390894,0.999795501,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
pvalb2,0.997944502,0.997944502,0.997944502,0.997944502,0.997944502,0.997944502,0.997944502,0.998223801,0.997944502
bhlha15,0.999223602,0.999223602,1,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
tecpr1a,0.994313874,0.994313874,0.994313874,0.994313874,0.994565217,0.994313874,0.994313874,0.994313874,0.994313874
baiap2l1a,0.997430627,0.997430627,0.997430627,0.997430627,0.997430627,0.997430627,0.997430627,0.997496871,0.997430627
tmem130,0.990406578,0.990406578,0.990406578,0.995830174,0.990406578,0.990406578,0.990406578,0.990406578,0.990406578
nptx2b,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.998748436
trrap,0.85411908,0.85411908,0.85411908,0.891104294,0.85411908,0.85411908,0.85411908,0.85411908,0.85411908
fam20cb,0.999620925,0.999620925,0.999620925,0.999620925,0.999695447,0.999620925,0.999620925,0.999620925,0.999620925
FOXL3,0.999695447,0.999695447,0.999695447,1,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
atpaf2,0.615958581,0.615958581,0.615958581,0.887014315,0.615958581,0.615958581,0.615958581,0.615958581,0.615958581
noxo1b,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.995515695,0.988425926,0.988425926
rnf151,1,1,1,1,1,1,1,1,1
tex2l,0.971736896,0.971736896,0.971736896,0.971736896,0.971736896,0.971736896,0.971736896,0.974537037,0.971736896
neurl2,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999223602,0.997757848,0.997757848,0.997757848
msrb1b,0.994213492,0.994213492,0.994213492,0.996447602,0.994213492,0.994213492,0.994213492,0.994213492,0.994213492
mlst8,0.895842851,0.895842851,0.895842851,0.953416149,0.895842851,0.895842851,0.895842851,0.895842851,0.895842851
bricd5,0.994365768,0.994365768,0.994365768,0.99689441,0.994365768,0.994365768,0.994365768,0.994365768,0.994365768
CT009714.1,1,1,1,1,1,1,1,1,1
pgp,0.782511211,0.782511211,0.782511211,0.782511211,0.782511211,0.868055556,0.782511211,0.782511211,0.782511211
zdhhc4,0.828384346,0.828384346,0.828384346,0.934918648,0.828384346,0.828384346,0.828384346,0.828384346,0.828384346
grid2ipb,0.996245307,0.999223602,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307
si:ch211-147h1.4,0.994993742,0.997685185,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742
rgs9b,0.937111801,0.937111801,0.973357016,0.937111801,0.937111801,0.937111801,0.937111801,0.937111801,0.937111801
mrtfab,0.961626313,0.961626313,0.961626313,0.965838509,0.961626313,0.961626313,0.961626313,0.961626313,0.961626313
shisa8b,0.844907407,0.844907407,0.844907407,0.844907407,0.844907407,0.844907407,0.972706596,0.844907407,0.844907407
desi1b,0.987056495,0.987056495,0.987056495,0.99537037,0.987056495,0.987056495,0.987056495,0.987056495,0.987056495
xrcc6,0.801735952,0.801735952,0.801735952,0.919120654,0.801735952,0.801735952,0.801735952,0.801735952,0.801735952
josd1,0.781832298,0.781832298,0.877314815,0.781832298,0.781832298,0.781832298,0.781832298,0.781832298,0.781832298
cbx7b,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998748436
ep300a,0.8462007,0.8462007,0.8462007,0.908385093,0.8462007,0.8462007,0.8462007,0.8462007,0.8462007
l3mbtl2,0.941678087,0.941678087,0.941678087,0.983796296,0.941678087,0.941678087,0.941678087,0.941678087,0.941678087
chadlb,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
rangap1b,0.528399574,0.528399574,0.528399574,0.790490798,0.528399574,0.528399574,0.528399574,0.528399574,0.528399574
kctd17,0.907637655,0.907637655,0.907637655,0.907637655,0.907637655,0.907637655,0.907637655,0.907637655,0.922360248
si:ch73-139e5.4,0.996245307,0.999620925,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307
csdc2a,0.579192547,0.579192547,0.744124337,0.579192547,0.579192547,0.579192547,0.579192547,0.579192547,0.579192547
aco2,0.565859601,0.565859601,0.565859601,0.589698046,0.565859601,0.565859601,0.565859601,0.565859601,0.565859601
phf5a,0.110095934,0.110095934,0.110095934,0.407055215,0.110095934,0.110095934,0.110095934,0.110095934,0.110095934
tefa,0.302878026,0.302878026,0.302878026,0.480600751,0.302878026,0.302878026,0.302878026,0.302878026,0.302878026
zc3h7bb,0.98066088,0.98066088,0.98066088,0.99068323,0.98066088,0.98066088,0.98066088,0.98066088,0.98066088
cby1,0.894015532,0.894015532,0.894015532,0.905828221,0.894015532,0.894015532,0.894015532,0.894015532,0.894015532
slc16a8,0.977463073,0.977463073,0.977463073,0.98401421,0.977463073,0.977463073,0.977463073,0.977463073,0.977463073
pdap1a,0.080097457,0.080097457,0.080097457,0.376789366,0.080097457,0.080097457,0.080097457,0.080097457,0.080097457
sh3bp1,0.999847723,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252
cdc42ep1a,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.998748436,0.990740741,0.990740741
si:ch211-141o9.10,0.945180448,0.945180448,0.945180448,0.979813665,0.945180448,0.945180448,0.945180448,0.945180448,0.945180448
tnrc6b,0.716308817,0.716308817,0.716308817,0.767857143,0.716308817,0.716308817,0.716308817,0.716308817,0.716308817
csnk1e,0.840838509,0.840838509,0.928240741,0.840838509,0.840838509,0.840838509,0.840838509,0.840838509,0.840838509
tmem184ba,0.575488455,0.575488455,0.575488455,0.575488455,0.575488455,0.575488455,0.575488455,0.575488455,0.722152691
maff,0.716765646,0.716765646,0.716765646,0.727484472,0.716765646,0.716765646,0.716765646,0.716765646,0.716765646
tomm22,0.182122735,0.182122735,0.182122735,0.535378323,0.182122735,0.182122735,0.182122735,0.182122735,0.182122735
dmc1,0.999390894,0.999390894,0.999390894,0.999897751,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
gspt1,0.90025887,0.90025887,0.90025887,0.958850932,0.90025887,0.90025887,0.90025887,0.90025887,0.90025887
rsl1d1,0.223237399,0.223237399,0.223237399,0.812269939,0.223237399,0.223237399,0.223237399,0.223237399,0.223237399
si:dkey-16i5.8,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
snx29,0.961626313,0.961626313,0.961626313,0.976708075,0.961626313,0.961626313,0.961626313,0.961626313,0.961626313
shisa9a,0.968167702,0.968167702,0.977255497,0.968167702,0.968167702,0.968167702,0.968167702,0.968167702,0.968167702
cpped1,0.948987361,0.948987361,0.948987361,0.955156951,0.948987361,0.948987361,0.948987361,0.948987361,0.948987361
ercc4,0.89629968,0.89629968,0.89629968,0.969222904,0.89629968,0.89629968,0.89629968,0.89629968,0.89629968
mrtfba,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997757848,0.997685185,0.997685185
ubald1a,0.763888889,0.763888889,0.763888889,0.763888889,0.763888889,0.763888889,0.808229814,0.763888889,0.763888889
mgrn1a,0.934977578,0.934977578,0.934977578,0.934977578,0.934977578,0.953416149,0.934977578,0.934977578,0.934977578
foxj1b,0.98206278,0.98206278,0.98206278,0.98206278,0.98206278,0.990899796,0.98206278,0.98206278,0.98206278
rhbdf1b,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.999486125,0.99537037,0.99537037
zgc:163057,0.997346475,0.997346475,0.997346475,0.997346475,0.999488753,0.997346475,0.997346475,0.997346475,0.997346475
hbbe3,0.998447205,0.989263804,0.989263804,0.989263804,0.989263804,0.989263804,0.989263804,0.989263804,0.989263804
