Gene,Late RPCs,Photoreceptor Precursor,RGC,Early RPCs,Amacrine,Muller Glia,Horizontal,Bipolar,Photoreceptor
BX321875.4,0,0,0,0.000152277,0,0,0,0,0
BX321875.2,0,0,0,0,0,0,0,0,0
BX321875.3,0.001022495,0,0.000776398,0,0.000379075,0,0,0,0
si:dkeyp-52c3.7,0.000102249,0,0,0.00045683,0,0,0,0,0
micall1b.2,0.000102249,0,0,0,0,0,0,0,0
zgc:101806,0,0,0,0,0,0,0,0,0
si:ch211-254c8.3,0,0,0,0,0,0,0,0,0
zgc:152753,0.007157464,0.002503129,0.005434783,0.000609106,0.005686126,0.002242152,0.009259259,0.001541624,0.001776199
zgc:165583,0,0,0,0,0,0,0,0,0
BX005442.3,0,0,0,0,0,0,0,0,0
si:dkey-88j15.3,0.000102249,0,0,0,0,0,0,0,0
BX005442.4,0.000102249,0,0,0,0,0,0,0,0
si:dkey-88j15.4,0,0,0,0,0,0,0,0,0
BX005442.2,0,0,0,0,0,0,0,0,0
CR933791.2,0.003680982,0.001251564,0.00931677,0.007004721,0.002653525,0.006726457,0.00462963,0.002569373,0
si:dkey-217f16.5,0,0,0.000776398,0,0.001137225,0,0,0,0
si:dkey-217f16.6,0,0,0,0,0,0,0,0,0
CR388047.1,0,0,0,0,0,0,0,0,0
CR388047.3,0,0,0,0,0,0,0,0,0
CR388047.2,0,0,0,0,0,0,0,0,0
BX004816.3,0,0,0,0,0,0,0,0,0
BX004816.1,0,0,0,0,0,0,0,0,0
zgc:172090,0,0,0,0,0.000379075,0,0,0,0
BX004816.2,0.000102249,0,0,0,0,0,0,0,0
si:dkey-30g5.1,0,0,0,0,0,0,0,0,0
si:ch211-229i14.2,0.000511247,0,0,0,0,0,0,0,0
AL953907.2,0.000102249,0,0,0,0,0,0,0.000513875,0
tmem184bb,0,0,0.001552795,0,0.000379075,0,0,0,0
si:dkey-46g23.1,0.044171779,0.040050063,0.062888199,0.046292066,0.039044731,0.024663677,0.046296296,0.022610483,0.026642984
si:dkey-46g23.2,0.000102249,0,0,0.001065936,0,0,0,0,0
zgc:171446,0.000102249,0,0,0.001218212,0,0,0,0,0
zgc:171445,0,0,0,0.000761383,0,0,0,0,0
si:dkey-46g23.5,0,0,0,0.000609106,0,0,0,0,0
zgc:165453,0,0,0,0,0,0,0,0,0
zgc:171426,0,0,0,0.000761383,0,0,0,0,0
CABZ01040998.1,0,0,0,0,0,0,0,0,0
cdc42ep1b,0,0,0,0,0,0,0,0,0.001776199
CR589947.1,0.000102249,0,0,0.000152277,0.000379075,0,0,0,0.001776199
CR589947.2,0,0,0.000776398,0,0,0,0,0,0
CR589947.3,0,0,0,0,0,0,0,0,0
pick1,0.003476483,0.001251564,0.004658385,0.007309274,0.0015163,0.002242152,0.002314815,0.001027749,0.001776199
plbd1,0.000102249,0.002503129,0.000776398,0.001218212,0.0015163,0,0,0,0
si:ch211-163m16.7,0,0,0,0,0,0,0,0,0
art4,0.000102249,0,0,0.000152277,0,0.002242152,0,0,0
BX908804.1,0,0,0,0.000152277,0,0,0,0,0
si:dkey-217f16.1,0.000204499,0,0,0.000152277,0,0,0,0,0
BX908804.2,0,0,0,0.000152277,0,0,0,0,0
BX908804.3,0,0,0,0,0,0,0,0,0
gucy2c,0.000102249,0,0,0,0,0,0,0,0.001776199
pmm1,0,0,0,0.000152277,0,0,0,0,0
si:ch73-338o16.4,0,0,0,0,0,0,0,0,0
unm-sa1506,0.000306748,0,0,0.00045683,0,0,0,0,0
BX005421.2,0.000102249,0,0,0.00045683,0,0,0,0,0.001776199
LO018551.1,0.000102249,0,0,0.000152277,0,0,0,0,0
si:dkey-175d9.1,0,0,0,0,0,0,0,0,0
si:dkey-175d9.2,0,0.001251564,0.000776398,0,0,0,0,0,0
si:dkey-73p2.1,0.000102249,0,0,0,0,0,0,0,0
si:dkey-73p2.2,0,0,0,0,0.000379075,0,0,0,0
si:dkey-73p2.3,0.000102249,0,0,0.000304553,0,0,0,0.000513875,0
trim35-3,0.000102249,0,0,0.000761383,0,0,0,0,0
zc3h7ba,0.007873211,0.003754693,0.00310559,0.031064413,0.0015163,0.00896861,0,0.000513875,0
rangap1a,0.176789366,0.097622028,0.069875776,0.333942439,0.079605762,0.047085202,0.06712963,0.041109969,0.031971581
ftr43,0,0,0,0.000152277,0,0,0,0,0
ftr50,0,0,0,0,0,0,0,0,0
slc25a38a,0.002249489,0.003754693,0.001552795,0.001522765,0.00075815,0,0,0,0.001776199
CABZ01046996.1,0,0,0,0.000152277,0,0,0,0,0
CABZ01046997.1,0.000102249,0,0,0.000761383,0,0,0,0,0
CABZ01117706.1,0,0,0,0.000152277,0,0,0,0,0
CSDC2,0,0,0.002329193,0,0.000379075,0,0.002314815,0.000513875,0
polr3h,0.108384458,0.058823529,0.080745342,0.44068829,0.072782411,0.035874439,0.011574074,0.021068859,0.026642984
tefb,0.003783231,0.007509387,0.00931677,0.001065936,0.006065201,0.00896861,0.013888889,0.005652621,0.003552398
myh9b,0.01002045,0.007509387,0.00310559,0.031673519,0.003790751,0.004484305,0.002314815,0.003083248,0.003552398
txn2,0.140695297,0.110137672,0.152950311,0.509365007,0.129264594,0.18161435,0.118055556,0.06012333,0.159857904
si:ch211-150d5.3,0,0,0,0,0,0,0,0,0
si:ch73-106l15.4,0,0,0,0,0,0,0,0,0
trim35-7,0.003578732,0.003754693,0.001552795,0.005938785,0.0015163,0.002242152,0.002314815,0.001541624,0
si:ch73-106l15.2,0,0,0,0,0,0,0,0,0
vmo1a,0,0,0,0,0,0,0,0,0
FQ311879.1,0.000306748,0,0.000776398,0.000152277,0,0,0,0.000513875,0
si:ch73-264i18.2,0,0,0,0,0,0,0,0,0
trim35-31,0.000102249,0,0.000776398,0,0.000379075,0,0,0,0
si:ch211-106h11.3,0,0,0,0.000152277,0,0,0,0,0
ddx39ab,0.648977505,0.387984981,0.402950311,0.886249429,0.438589841,0.183856502,0.268518519,0.28057554,0.193605684
si:ch211-106h11.1,0,0,0,0,0,0,0,0,0
pkn1b,0,0,0,0,0,0,0,0,0
BX284638.2,0.042433538,0.017521902,0.077639752,0.039744175,0.031842305,0.011210762,0.00462963,0.012332991,0.021314387
mcoln1b,0.000306748,0,0.000776398,0.000304553,0,0,0,0.000513875,0
si:ch73-144l3.1,0,0,0,0.000152277,0,0,0,0.000513875,0
BX004785.2,0,0,0,0,0,0,0,0,0
si:ch211-12p12.2,0,0,0,0.000304553,0,0,0,0,0
zgc:136767,0.000204499,0,0,0,0,0,0,0,0.001776199
jpt1b,0.320552147,0.451814768,0.645186335,0.430485762,0.49772555,0.313901345,0.428240741,0.439362795,0.341030195
sumo2b,0.660429448,0.481852315,0.788819876,0.834932237,0.73540561,0.488789238,0.590277778,0.51336074,0.351687389
nup85,0.001635992,0.001251564,0,0.003654637,0.001137225,0,0,0.002055498,0.001776199
gga3b,0.000408998,0,0.000776398,0.001218212,0.00075815,0,0,0.000513875,0.003552398
si:ch1073-209h18.1,0,0,0,0,0,0,0,0,0
si:ch73-59f11.3,0.000102249,0,0,0.001370489,0.000379075,0,0,0,0
cygb1,0.007668712,0.005006258,0.114906832,0.010811634,0.011372252,0.00896861,0.006944444,0.003083248,0
atg4db,0.000102249,0.001251564,0,0.001218212,0,0,0,0,0
mast1b,0.013599182,0.031289111,0.095496894,0.010507081,0.070507961,0.011210762,0.048611111,0.019527235,0.046181172
BX000701.1,0.000715746,0,0.001552795,0.001218212,0.001137225,0,0.002314815,0.001541624,0.001776199
zgc:113102,0.00194274,0.002503129,0.002329193,0.002588701,0.0015163,0,0,0.002055498,0.001776199
zmp:0000001228,0.00797546,0.007509387,0.010093168,0.01583676,0.009097801,0.011210762,0.018518519,0.007708119,0.010657194
BX000701.2,0.002453988,0.007509387,0.000776398,0.007766103,0.00075815,0,0,0.002055498,0.003552398
BX005085.2,0.000715746,0,0.00310559,0.001370489,0.001137225,0.002242152,0,0.002055498,0.001776199
BX005085.3,0.002249489,0.005006258,0.00310559,0.002893254,0.003411676,0.004484305,0,0.000513875,0.001776199
BX005085.7,0.018813906,0.026282854,0.031055901,0.026648393,0.018953753,0.033632287,0.025462963,0.022610483,0.031971581
BX005085.1,0.001329243,0.001251564,0.003881988,0.001370489,0.003411676,0,0.006944444,0.000513875,0.003552398
BX005085.6,0.001226994,0.006257822,0.00310559,0.006243338,0.0030326,0.002242152,0,0.002055498,0.003552398
BX005085.5,0.001738241,0.007509387,0.002329193,0.002131871,0.003411676,0,0.002314815,0.002569373,0.001776199
BX005085.4,0.016871166,0.025031289,0.017080745,0.023907416,0.018195603,0.022421525,0.027777778,0.022096608,0.024866785
FO704858.1,0.000102249,0,0,0.000152277,0.000379075,0,0,0.000513875,0
zgc:173577,0.006441718,0.005006258,0.00310559,0.005938785,0.002653525,0,0,0,0.001776199
si:ch1073-186o8.3,0.00194274,0.002503129,0.002329193,0.002893254,0.001895375,0,0.002314815,0.001027749,0
zgc:113443,0.007361963,0.010012516,0.00310559,0.004720573,0.003790751,0.004484305,0.00462963,0.001541624,0.001776199
zgc:173517,0.004498978,0,0.00310559,0.007309274,0.004169826,0,0.002314815,0.003597122,0
CR847850.1,0.000306748,0.002503129,0.000776398,0.002284148,0,0,0,0.000513875,0
znf1001,0,0,0,0.000609106,0,0,0,0.000513875,0
zmp:0000001003,0.004907975,0.010012516,0.004658385,0.019643673,0.003411676,0.00896861,0.00462963,0.003083248,0.005328597
zgc:109949,0.029652352,0.135168961,0.016304348,0.031368966,0.024260804,0.262331839,0.009259259,0.012846865,0.238010657
junbb,0.071676892,0.08135169,0.130434783,0.31856251,0.089082638,0.484304933,0.074074074,0.043165468,0.108348135
hook2,0.001635992,0.001251564,0.001552795,0.008375209,0.004169826,0.002242152,0.009259259,0.001541624,0.001776199
trir,0.236912065,0.12640801,0.230590062,0.424242424,0.185746778,0.134529148,0.101851852,0.125385406,0.08348135
ubn2b,0.042740286,0.031289111,0.038043478,0.104918532,0.025018954,0.004484305,0.009259259,0.009249743,0.014209591
trim35-21,0,0,0,0,0,0,0,0,0
trim35-25,0,0,0,0,0,0,0,0,0
trim35-24,0.000306748,0,0,0,0,0,0,0,0
trim35-23,0,0,0,0,0,0,0,0,0
trim35-22,0,0,0,0,0,0,0,0,0
si:ch211-175l6.2,0.000102249,0,0,0.000152277,0,0,0,0,0
si:ch211-175l6.1,0,0,0,0,0,0,0,0,0
trim35-19,0.000102249,0,0,0,0,0,0,0,0
si:ch211-51i16.1,0.000204499,0,0.000776398,0.000152277,0,0,0,0,0
si:ch211-51i16.3,0,0,0,0,0,0,0,0,0
CABZ01019904.1,0,0,0,0,0,0,0,0,0
FO907110.1,0,0,0,0,0,0,0,0,0
si:ch73-379f5.5,0,0,0,0,0,0,0,0,0
cyp2k22,0,0,0,0,0,0,0,0,0
trim35-9,0.000204499,0,0,0,0,0,0,0.000513875,0
cyp2k6,0.000102249,0,0,0,0,0,0,0,0
trim35-10,0,0.001251564,0,0.000152277,0,0,0,0,0
rbfox3b,0.000511247,0,0.006987578,0.000304553,0.0030326,0,0.002314815,0,0
CABZ01064671.1,0,0,0,0,0,0,0,0,0
CABZ01058333.1,0.001533742,0,0.005434783,0.002740978,0.002653525,0,0,0.002055498,0.003552398
si:dkeyp-30d6.2,0.000102249,0,0,0,0,0,0,0,0
znf1150,0.000613497,0.001251564,0,0.000913659,0.000379075,0,0,0.000513875,0
znf1124,0.000408998,0,0,0.00045683,0.00075815,0,0,0.000513875,0
LO018550.1,0,0,0,0,0,0,0,0,0
gpr139,0.001124744,0,0.007763975,0.000152277,0,0.002242152,0,0,0
rnps1,0.050511247,0.030037547,0.060559006,0.203746003,0.050796058,0.013452915,0.037037037,0.028263104,0.019538188
FO904885.1,0,0,0,0,0,0,0,0,0
FO904885.2,0,0,0,0,0,0,0,0,0
zmp:0000000997,0,0,0,0,0,0,0,0,0
zgc:162154,0.000306748,0,0.001552795,0.000609106,0.000379075,0.002242152,0,0,0.001776199
trap1,0.072494888,0.055068836,0.054347826,0.199329983,0.047005307,0.051569507,0.011574074,0.015930113,0.060390764
crebbpb,0.164212679,0.167709637,0.128881988,0.19202071,0.093252464,0.103139013,0.101851852,0.082733813,0.13321492
CR339059.1,0,0,0,0,0,0,0,0,0
cbx2,0.161758691,0.027534418,0.084627329,0.263133851,0.040940106,0.02690583,0.05787037,0.039054471,0.005328597
nog1,0.03803681,0.002503129,0.027173913,0.02634384,0.007960576,0.022421525,0.002314815,0.002569373,0.001776199
pctp,0.000306748,0,0.001552795,0.002131871,0.001137225,0,0,0.000513875,0
elac2,0.019222904,0.005006258,0.01863354,0.07248363,0.016679303,0.004484305,0.006944444,0.005138746,0.010657194
map2k4a,0.020756646,0.006257822,0.064440994,0.036546368,0.039044731,0.011210762,0.032407407,0.025693731,0.008880995
tmem220,0.001022495,0,0.002329193,0.002284148,0,0.006726457,0,0,0
si:ch73-1f23.1,0,0,0,0,0,0,0,0,0
zgc:112965,0.000102249,0,0,0.000152277,0,0,0,0,0
CU210890.1,0,0,0.000776398,0.001065936,0,0,0,0,0
znf1004,0,0,0,0,0,0.002242152,0,0,0
CR382337.3,0,0,0,0,0,0,0,0,0
CR382337.1,0.000102249,0,0,0,0,0,0,0,0
CR382337.2,0.000102249,0,0,0.000152277,0,0,0,0,0
mrps7,0.102351738,0.08135169,0.091614907,0.325414954,0.087945413,0.087443946,0.050925926,0.054470709,0.071047957
mif4gdb,0.014723926,0.013767209,0.001552795,0.009136592,0.00227445,0.002242152,0,0.001541624,0.026642984
sstr5,0.000306748,0,0,0.000152277,0.000379075,0,0,0,0.001776199
BX323882.1,0,0,0,0,0,0,0,0,0
AL935044.2,0,0,0,0.000152277,0,0,0,0,0
AL935044.1,0,0,0,0.000304553,0,0,0,0,0
mmd,0.008384458,0.008760951,0.003881988,0.003197807,0.002653525,0.006726457,0.009259259,0.007708119,0.010657194
CABZ01087224.1,0,0,0,0,0,0,0,0,0
hlfa,0.011860941,0.040050063,0.059006211,0.014618547,0.03601213,0.094170404,0.108796296,0.036998972,0.220248668
FOXK2,0.201635992,0.146433041,0.23136646,0.308969088,0.163760425,0.082959641,0.094907407,0.081192189,0.069271758
coro7,0.000920245,0,0.001552795,0.001218212,0.000379075,0.002242152,0,0,0
dnaja3a,0.057361963,0.071339174,0.031055901,0.079792904,0.03601213,0.060538117,0.039351852,0.026207605,0.051509769
hmox2b,0.000817996,0.001251564,0.003881988,0.001827318,0.001137225,0,0,0.002055498,0
cfap70,0.000408998,0.002503129,0.000776398,0.000609106,0,0,0,0,0
srl,0.000817996,0.002503129,0.000776398,0.002436425,0.000379075,0.002242152,0,0,0.001776199
tfap4,0.034560327,0.03379224,0.036490683,0.082533882,0.040181956,0.00896861,0.023148148,0.029804728,0.017761989
glis2b,0,0,0,0.000304553,0.00075815,0,0,0,0
pam16,0.098977505,0.083854819,0.062111801,0.301812091,0.076194086,0.065022422,0.06712963,0.02004111,0.078152753
vasnb,0.006850716,0,0.003881988,0.037460027,0.0015163,0.011210762,0,0.001027749,0
ccnf,0.105623722,0.046307885,0.006987578,0.18760469,0.010235027,0.006726457,0.020833333,0.004110997,0.003552398
abca3b,0.011042945,0.03379224,0.062888199,0.007613827,0.020090978,0.022421525,0.076388889,0.016443988,0.023090586
cyp2k18,0.000817996,0.001251564,0.001552795,0.000304553,0.001137225,0.004484305,0,0.001027749,0
cyp2k20,0,0,0,0,0,0,0,0,0
cyp2k19,0.000102249,0,0.000776398,0.000152277,0,0,0,0.000513875,0
cyp2k21,0,0,0,0,0,0,0,0,0
cyp2k17,0.000102249,0,0,0,0,0,0,0,0
cyp2k16,0.000408998,0,0.001552795,0.002436425,0.00075815,0,0,0,0
cyp2k8,0.000408998,0,0.001552795,0.014009441,0,0.002242152,0,0,0
si:ch211-8c17.2,0,0,0,0.000152277,0,0,0,0,0
si:ch211-8c17.3,0,0,0,0,0,0,0,0,0
si:ch211-8c17.4,0,0,0,0,0,0,0,0,0
kcnj2b,0,0,0,0,0,0,0.00462963,0.000513875,0
btbd17b,0,0,0,0,0.000379075,0,0.018518519,0,0
ccdc137,0.080470348,0.035043805,0.027950311,0.328917314,0.03146323,0.013452915,0.039351852,0.009763618,0.01598579
pdgfab,0.004396728,0.001251564,0.002329193,0.059083295,0,0.089686099,0,0.000513875,0.012433393
prkar1b,0.002965235,0.002503129,0.026397516,0.014313994,0.010235027,0.100896861,0.011574074,0.008735868,0.007104796
sun1,0.004294479,0.008760951,0.007763975,0.005329679,0.006065201,0.002242152,0,0.000513875,0.014209591
CU138547.1,0.000408998,0,0,0.001522765,0,0,0,0,0
dhps,0.060940695,0.020025031,0.051242236,0.221410081,0.040940106,0.031390135,0.138888889,0.019013361,0.010657194
si:dkey-117i10.1,0,0,0,0.000152277,0,0,0,0,0
fbxw9,0.000306748,0.001251564,0.002329193,0.001522765,0.00075815,0,0,0.000513875,0
zgc:77748,0,0,0,0,0,0,0,0,0
CABZ01079251.1,0.000102249,0,0,0.000304553,0,0,0,0,0
slc25a19,0.042433538,0.028785982,0.026397516,0.086797624,0.03070508,0.020179372,0.016203704,0.017985612,0.023090586
JMJD8,0.000204499,0,0,0.000304553,0,0,0,0,0
amdhd2,0.009509202,0.006257822,0.006987578,0.06898127,0.006065201,0.040358744,0.011574074,0.006166495,0.012433393
si:ch73-106n3.1,0,0,0,0,0,0,0,0,0
si:ch73-106n3.2,0,0,0,0,0,0,0,0,0
tufm,0.214417178,0.237797247,0.187111801,0.642454698,0.185367703,0.123318386,0.104166667,0.09352518,0.195381883
hspbp1,0.073006135,0.269086358,0.061335404,0.141312624,0.068612585,0.208520179,0.046296296,0.069886948,0.209591474
pglyrp6,0.00398773,0.017521902,0,0.002131871,0.002653525,0.004484305,0,0.002569373,0.01598579
si:ch211-194b1.1,0.014212679,0.037546934,0.014751553,0.015684483,0.012130402,0.02690583,0.009259259,0.007708119,0.017761989
ptger1b,0,0,0,0,0,0,0,0,0
ilf3b,0.58200409,0.312891114,0.547360248,0.783615045,0.46474602,0.186098655,0.289351852,0.327338129,0.211367673
farsa,0.064417178,0.077596996,0.064440994,0.166895081,0.06368461,0.02690583,0.027777778,0.031346351,0.04973357
si:dkey-61n16.5,0.002658487,0.141426783,0.007763975,0.001218212,0.009476876,0.020179372,0.034722222,0.047790339,0.268206039
syce2,0.000306748,0.001251564,0,0.00045683,0.001137225,0,0,0,0.001776199
gcdhb,0.006850716,0.016270338,0.01242236,0.01888229,0.005307051,0.00896861,0.009259259,0.002569373,0.017761989
nfil3-6,0.001329243,0.082603254,0.079192547,0.032739455,0.031084155,0.073991031,0.027777778,0.011305242,0.097690941
si:ch211-108d22.2,0.090184049,0.051314143,0.019409938,0.223694229,0.016300227,0.105381166,0.020833333,0.007194245,0.012433393
si:ch211-108d22.1,0.000102249,0.001251564,0,0.002893254,0.000379075,0,0.002314815,0,0.003552398
plppr2a,0.001329243,0.003754693,0.010869565,0.002131871,0.008339651,0,0.00462963,0.004110997,0.017761989
tlcd4b,0.019427403,0.021276596,0.079192547,0.034414497,0.026156179,0.082959641,0.023148148,0.011819116,0.012433393
cnn1b,0.000102249,0,0,0,0,0.002242152,0,0,0
elof1,0.364417178,0.544430538,0.470496894,0.743870869,0.448824867,0.273542601,0.384259259,0.350462487,0.490230906
tmem205,0.004805726,0.005006258,0.010093168,0.015532206,0.005686126,0.058295964,0.006944444,0.001541624,0.007104796
rab3db,0.002658487,0.001251564,0.001552795,0.014161718,0.001137225,0,0,0.001027749,0
epor,0,0,0,0,0,0,0,0,0
swsap1,0.004192229,0.001251564,0,0.018425461,0.001895375,0,0,0,0
znf653,0.007566462,0.018773467,0.019409938,0.025277905,0.008718726,0.01793722,0.016203704,0.013874615,0.007104796
tspan35,0.003374233,0.003754693,0.000776398,0.002131871,0.001137225,0.024663677,0,0.003597122,0.001776199
zgc:158403,0.000715746,0.001251564,0,0.007766103,0,0.002242152,0,0,0.001776199
gadd45gip1,0.209304703,0.125156446,0.171583851,0.461245622,0.148976497,0.112107623,0.076388889,0.062692703,0.156305506
nfixb,0.001635992,0,0.004658385,0,0.001137225,0.01793722,0.00462963,0.000513875,0
nme4,0.004601227,0.002503129,0.001552795,0.026191564,0.0015163,0.011210762,0.002314815,0.003597122,0
xpo6,0.029856851,0.026282854,0.045031056,0.061367443,0.025777104,0.020179372,0.025462963,0.018499486,0.023090586
antkmt,0.048977505,0.042553191,0.091614907,0.082229328,0.057240334,0.100896861,0.071759259,0.051387461,0.03374778
si:dkey-282h22.5,0,0,0.000776398,0.000152277,0.000379075,0,0,0.001027749,0.001776199
tspan10,0.000920245,0.001251564,0,0.014161718,0.000379075,0,0,0.000513875,0.003552398
hirip3,0.289366053,0.096370463,0.090838509,0.685548957,0.111068992,0.051569507,0.092592593,0.032374101,0.003552398
kctd13,0.041308793,0.112640801,0.263198758,0.037307751,0.128127369,0.051569507,0.094907407,0.123329908,0.094138544
sez6l2,0.000306748,0,0.00621118,0,0.001137225,0,0,0.000513875,0
asphd1,0.001533742,0.001251564,0.104037267,0.000152277,0.065579985,0.002242152,0.041666667,0.039568345,0.005328597
cabp5b,0.001226994,0.005006258,0.075310559,0.000304553,0.031084155,0.038116592,0.115740741,0.12692703,0.028419183
pitpnbl,0.2099182,0.12640801,0.343944099,0.404598751,0.278999242,0.18161435,0.229166667,0.172147996,0.115452931
sh2b1,0.064723926,0.056320401,0.080745342,0.081620222,0.037528431,0.073991031,0.090277778,0.024665982,0.028419183
atxn2l,0.084662577,0.086357947,0.090062112,0.171311101,0.066338135,0.040358744,0.05787037,0.049331963,0.04973357
lat,0.000102249,0,0,0.000152277,0,0,0,0,0
si:dkey-56d12.4,0.004294479,0.003754693,0.000776398,0.00045683,0.001137225,0.011210762,0,0.001027749,0.007104796
spns1,0.073415133,0.076345432,0.125776398,0.12258261,0.09893859,0.118834081,0.115740741,0.085817061,0.08348135
nfatc2ip,0.09396728,0.048811014,0.043478261,0.120907568,0.046247157,0.040358744,0.034722222,0.026207605,0.019538188
sgf29,0.054396728,0.052565707,0.061335404,0.125475864,0.032600455,0.047085202,0.034722222,0.026207605,0.028419183
nupr1b,0.019325153,0.006257822,0.011645963,0.094411451,0.010614102,0.047085202,0,0.004110997,0.008880995
doc2a,0,0,0.001552795,0.000152277,0.000379075,0,0,0,0
si:dkey-93n13.2,0.017893661,0.015018773,0.01242236,0.049794427,0.007202426,0.00896861,0.013888889,0.002569373,0.003552398
si:dkey-93n13.1,0.003374233,0.003754693,0.00931677,0.017816354,0.005307051,0.002242152,0.002314815,0.003083248,0.005328597
zgc:66474,0.054601227,0.031289111,0.055900621,0.116491549,0.039044731,0.02690583,0.050925926,0.020554985,0.042628774
zgc:66443,0.03200409,0.037546934,0.02484472,0.087406731,0.022744503,0.01793722,0.025462963,0.020554985,0.023090586
mvp,0.009304703,0.01126408,0.013198758,0.040201005,0.006444276,0.038116592,0.011574074,0.005652621,0.007104796
phb,0.233026585,0.270337922,0.222049689,0.806151972,0.20318423,0.156950673,0.138888889,0.095066804,0.218472469
znf652,0.00194274,0.001251564,0.006987578,0.004720573,0.001895375,0.002242152,0.00462963,0.002055498,0.001776199
phospho1,0.000715746,0,0.000776398,0.001065936,0.002653525,0,0.002314815,0,0
natd1,0.0099182,0.013767209,0.061335404,0.016598142,0.034874905,0.024663677,0.048611111,0.031860226,0.030195382
tmem11,0.136707566,0.083854819,0.13742236,0.28780265,0.104624716,0.096412556,0.097222222,0.075539568,0.106571936
dhrs7b,0.00797546,0.007509387,0.008540373,0.017664078,0.009855951,0.004484305,0.011574074,0.004110997,0.012433393
cramp1,0.026482618,0.017521902,0.038819876,0.046444343,0.018574678,0.015695067,0.043981481,0.02004111,0.026642984
jpt2,0.323415133,0.250312891,0.157608696,0.670625857,0.079984837,0.109865471,0.087962963,0.051387461,0.111900533
mapk8ip3,0.008384458,0.007509387,0.070652174,0.042332877,0.047384382,0.015695067,0.041666667,0.010791367,0.001776199
nme3,0.225255624,0.301627034,0.124223602,0.487284909,0.150871873,0.056053812,0.090277778,0.101233299,0.188277087
mrps34,0.153578732,0.080100125,0.133540373,0.379777676,0.134571645,0.065022422,0.074074074,0.062178828,0.092362345
spsb3a,0.035889571,0.037546934,0.051242236,0.043703365,0.029946929,0.022421525,0.05787037,0.025693731,0.024866785
atp6v0ca,0.291513292,0.305381727,0.589285714,0.4938328,0.422668688,0.432735426,0.337962963,0.236382323,0.355239787
si:dkey-81l17.6,0.061554192,0.027534418,0.433229814,0.048271661,0.36580743,0.073991031,0.25462963,0.10688592,0.024866785
lasp1,0.177607362,0.04505632,0.403726708,0.317192021,0.242608036,0.372197309,0.12037037,0.109969168,0.051509769
arl5c,0.044376278,0.025031289,0.078416149,0.062890209,0.053449583,0.096412556,0.043981481,0.02004111,0.01598579
cacnb1,0.001329243,0,0.007763975,0.001979595,0.000379075,0,0.002314815,0,0
rpl19,0.999182004,1,0.97826087,0.999847723,0.974222896,0.955156951,0.886574074,0.951181912,0.912966252
bckdhbl,0.012474438,0.006257822,0.017080745,0.052992234,0.010614102,0.340807175,0.391203704,0.002569373,0.023090586
st8sia6,0.056850716,0.015018773,0.034161491,0.128673671,0.011372252,0.195067265,0.006944444,0.005652621,0.017761989
eftud2,0.162269939,0.098873592,0.071428571,0.403380539,0.085291888,0.024663677,0.048611111,0.031860226,0.040852575
kcnj12b,0,0,0,0,0,0,0,0,0
si:ch211-23l10.3,0,0,0.000776398,0.000152277,0,0,0,0,0
eps8l1a,0.000920245,0,0.001552795,0.002131871,0.0015163,0,0,0.001541624,0
slc6a16a,0.000102249,0,0,0.000152277,0,0,0,0,0
slc17a7a,0.000102249,0.012515645,0.001552795,0,0.002653525,0,0.006944444,0.011819116,0.008880995
zgc:55558,0.080368098,0.173967459,0.123447205,0.162935892,0.078847612,0.109865471,0.106481481,0.08684481,0.223801066
pold1,0.115030675,0.025031289,0.01242236,0.29876656,0.029188779,0.002242152,0.013888889,0.005138746,0.007104796
gys1,0.001840491,0.001251564,0.036490683,0.00350236,0.024260804,0.033632287,0.020833333,0.003597122,0.008880995
aspdh,0.023415133,0.003754693,0.020186335,0.061367443,0.024639879,0.002242152,0.00462963,0.017985612,0
tmem86b,0.000102249,0,0.000776398,0,0.000379075,0,0,0,0
lrrc3cb,0,0,0,0.000152277,0,0,0,0,0
si:dkey-30j10.5,0,0,0,0,0,0,0,0,0
stk17al,0.033742331,0.017521902,0.006987578,0.077356479,0.004169826,0.024663677,0.009259259,0.008221994,0.007104796
atp6v0a1a,0.024539877,0.232790989,0.013975155,0.068676717,0.014025777,0.141255605,0.037037037,0.012332991,0.531083481
cavin1a,0.000715746,0.007509387,0,0.005025126,0.000379075,0.002242152,0.002314815,0,0.005328597
stat3,0.007566462,0.01126408,0.008540373,0.019491396,0.002653525,0.013452915,0.002314815,0.000513875,0.007104796
stat5a,0.002249489,0.002503129,0.01242236,0.01096391,0.007960576,0.006726457,0.032407407,0.009763618,0.030195382
si:ch211-210g13.5,0.000102249,0,0.000776398,0.000152277,0,0.002242152,0,0,0
hcrt,0.000102249,0,0.000776398,0.000152277,0,0.006726457,0,0.000513875,0
kcnh4a,0.001431493,0,0.006987578,0.000152277,0.000379075,0.011210762,0.002314815,0.002569373,0
rab5c,0.164928425,0.120150188,0.321428571,0.341556266,0.224412434,0.217488789,0.171296296,0.131551901,0.175843694
kat2a,0.00603272,0.002503129,0.005434783,0.016598142,0.004169826,0.002242152,0.002314815,0.003083248,0
dhx58,0.000102249,0,0.001552795,0.000304553,0,0,0,0,0
CABZ01018956.1,0,0,0.000776398,0,0.000379075,0,0,0,0
znf385c,0.001124744,0.020025031,0.016304348,0.000152277,0.038286581,0.002242152,0.006944444,0.006166495,0.003552398
BX901973.1,0,0,0,0,0,0,0,0,0
